plz4,plzz,plznamk,plznaml,ktkz,gdenr,gdenamk,source,changed
8602,0,Wangen ZH,Wangen b. Dübendorf,ZH,200,Wangen-Brüttisellen,GEN,20.05.2023 05:34:00
8479,0,Altikon,Altikon,ZH,211,Altikon,GEN,20.05.2023 05:34:00
8311,0,Brütten,Brütten,ZH,213,Brütten,GEN,20.05.2023 05:34:00
8471,5,Bänk (Dägerlen),Bänk (Dägerlen),ZH,214,Dägerlen,GEN,20.05.2023 05:34:01
8471,0,Rutschwil,Rutschwil (Dägerlen),ZH,214,Dägerlen,GEN,20.05.2023 05:34:00
8471,4,Berg (Dägerlen),Berg (Dägerlen),ZH,214,Dägerlen,GEN,20.05.2023 05:34:01
8471,2,Dägerlen,Dägerlen,ZH,214,Dägerlen,GEN,20.05.2023 05:34:01
8471,3,Oberwil (Dägerlen),Oberwil (Dägerlen),ZH,214,Dägerlen,GEN,20.05.2023 05:34:01
8421,0,Dättlikon,Dättlikon,ZH,215,Dättlikon,GEN,20.05.2023 05:34:00
8474,0,Dinhard,Dinhard,ZH,216,Dinhard,GEN,20.05.2023 05:34:00
8548,0,Ellikon a d Thur,Ellikon an der Thur,ZH,218,Ellikon an der Thur,GEN,20.05.2023 05:34:00
8352,0,Elsau,Elsau,ZH,219,Elsau,GEN,20.05.2023 05:34:00
8523,0,Hagenbuch ZH,Hagenbuch ZH,ZH,220,Hagenbuch,GEN,20.05.2023 05:34:00
8500,4,Gerlikon,Gerlikon,ZH,220,Hagenbuch,GEN,20.05.2023 05:34:00
8442,0,Hettlingen,Hettlingen,ZH,221,Hettlingen,GEN,20.05.2023 05:34:00
8413,0,Neftenbach,Neftenbach,ZH,223,Neftenbach,GEN,20.05.2023 05:34:00
8412,0,Aesch (Neftenbach),Aesch (Neftenbach),ZH,223,Neftenbach,GEN,20.05.2023 05:34:00
8412,1,Riet (Neftenbach),Riet (Neftenbach),ZH,223,Neftenbach,GEN,20.05.2023 05:34:01
8412,2,Hünikon,Hünikon (Neftenbach),ZH,223,Neftenbach,GEN,20.05.2023 05:34:01
8422,0,Pfungen,Pfungen,ZH,224,Pfungen,GEN,20.05.2023 05:34:00
8545,0,Rickenbach ZH,Rickenbach ZH,ZH,225,Rickenbach (ZH),GEN,20.05.2023 05:34:00
8545,1,Rickenbach Sulz,Rickenbach Sulz,ZH,225,Rickenbach (ZH),GEN,20.05.2023 05:34:01
8418,0,Schlatt ZH,Schlatt ZH,ZH,226,Schlatt (ZH),GEN,20.05.2023 05:34:00
8405,0,Winterthur,Winterthur,ZH,226,Schlatt (ZH),GEN,20.05.2023 05:34:00
8354,0,Hofstetten ZH,Hofstetten ZH,ZH,226,Schlatt (ZH),GEN,20.05.2023 05:34:00
8472,0,Seuzach,Seuzach,ZH,227,Seuzach,GEN,20.05.2023 05:34:00
8488,0,Turbenthal,Turbenthal,ZH,228,Turbenthal,GEN,20.05.2023 05:34:00
8363,0,Bichelsee,Bichelsee,ZH,228,Turbenthal,GEN,20.05.2023 05:34:00
8495,0,Schmidrüti,Schmidrüti,ZH,228,Turbenthal,GEN,20.05.2023 05:34:00
8492,0,Wila,Wila,ZH,228,Turbenthal,GEN,20.05.2023 05:34:00
8400,0,Winterthur,Winterthur,ZH,230,Winterthur,GEN,20.05.2023 05:34:00
8404,0,Winterthur,Winterthur,ZH,230,Winterthur,GEN,20.05.2023 05:34:00
8406,0,Winterthur,Winterthur,ZH,230,Winterthur,GEN,20.05.2023 05:34:00
8405,0,Winterthur,Winterthur,ZH,230,Winterthur,GEN,20.05.2023 05:34:00
8409,0,Winterthur,Winterthur,ZH,230,Winterthur,GEN,20.05.2023 05:34:00
8404,2,Reutlingen,Reutlingen (Winterthur),ZH,230,Winterthur,GEN,20.05.2023 05:34:00
8404,3,Stadel(Winterthur),Stadel (Winterthur),ZH,230,Winterthur,GEN,20.05.2023 05:34:00
8352,2,Ricketwil,Ricketwil (Winterthur),ZH,230,Winterthur,GEN,20.05.2023 05:34:01
8482,0,Sennhof,Sennhof (Winterthur),ZH,230,Winterthur,GEN,20.05.2023 05:34:00
8408,0,Winterthur,Winterthur,ZH,230,Winterthur,GEN,20.05.2023 05:34:00
8310,0,Kemptthal,Kemptthal,ZH,230,Winterthur,GEN,20.05.2023 05:34:00
8545,1,Rickenbach Sulz,Rickenbach Sulz,ZH,230,Winterthur,GEN,20.05.2023 05:34:01
8542,0,Wiesendangen,Wiesendangen,ZH,230,Winterthur,GEN,20.05.2023 05:34:00
8483,0,Kollbrunn,Kollbrunn,ZH,231,Zell (ZH),GEN,20.05.2023 05:34:00
8486,0,Rikon im Tösstal,Rikon im Tösstal,ZH,231,Zell (ZH),GEN,20.05.2023 05:34:00
8487,1,Rämismühle,Rämismühle,ZH,231,Zell (ZH),GEN,20.05.2023 05:34:00
8487,0,Zell ZH,Zell ZH,ZH,231,Zell (ZH),GEN,20.05.2023 05:34:00
8904,0,Aesch ZH,Aesch ZH,ZH,241,Aesch (ZH),GEN,20.05.2023 05:34:00
8903,0,Birmensdorf ZH,Birmensdorf ZH,ZH,242,Birmensdorf (ZH),GEN,20.05.2023 05:34:00
8142,0,Uitikon Waldegg,Uitikon Waldegg,ZH,242,Birmensdorf (ZH),GEN,20.05.2023 05:34:00
8953,0,Dietikon,Dietikon,ZH,243,Dietikon,GEN,20.05.2023 05:34:00
8954,0,Geroldswil,Geroldswil,ZH,244,Geroldswil,GEN,20.05.2023 05:34:00
8951,0,Fahrweid,Fahrweid,ZH,244,Geroldswil,GEN,20.05.2023 05:34:00
8102,0,Oberengstringen,Oberengstringen,ZH,245,Oberengstringen,GEN,20.05.2023 05:34:00
8955,0,Oetwil a.d. Limmat,Oetwil an der Limmat,ZH,246,Oetwil an der Limmat,GEN,20.05.2023 05:34:00
8952,0,Schlieren,Schlieren,ZH,247,Schlieren,GEN,20.05.2023 05:34:00
8902,0,Urdorf,Urdorf,ZH,247,Schlieren,GEN,20.05.2023 05:34:00
8142,0,Uitikon Waldegg,Uitikon Waldegg,ZH,248,Uitikon,GEN,20.05.2023 05:34:00
8143,2,Uetliberg,Uetliberg,ZH,248,Uitikon,GEN,20.05.2023 05:34:00
8103,0,Unterengstringen,Unterengstringen,ZH,249,Unterengstringen,GEN,20.05.2023 05:34:00
8951,0,Fahrweid,Fahrweid,ZH,249,Unterengstringen,GEN,20.05.2023 05:34:00
8902,0,Urdorf,Urdorf,ZH,250,Urdorf,GEN,20.05.2023 05:34:00
8104,0,Weiningen ZH,Weiningen ZH,ZH,251,Weiningen (ZH),GEN,20.05.2023 05:34:00
8951,0,Fahrweid,Fahrweid,ZH,251,Weiningen (ZH),GEN,20.05.2023 05:34:00
8001,0,Zürich,Zürich,ZH,261,Zürich,GEN,20.05.2023 05:34:00
8006,0,Zürich,Zürich,ZH,261,Zürich,GEN,20.05.2023 05:34:00
8032,0,Zürich,Zürich,ZH,261,Zürich,GEN,20.05.2023 05:34:00
8008,0,Zürich,Zürich,ZH,261,Zürich,GEN,20.05.2023 05:34:00
8038,0,Zürich,Zürich,ZH,261,Zürich,GEN,20.05.2023 05:34:00
8002,0,Zürich,Zürich,ZH,261,Zürich,GEN,20.05.2023 05:34:00
8041,0,Zürich,Zürich,ZH,261,Zürich,GEN,20.05.2023 05:34:00
8134,0,Adliswil,Adliswil,ZH,261,Zürich,GEN,20.05.2023 05:34:00
8055,0,Zürich,Zürich,ZH,261,Zürich,GEN,20.05.2023 05:34:00
8003,0,Zürich,Zürich,ZH,261,Zürich,GEN,20.05.2023 05:34:00
8045,0,Zürich,Zürich,ZH,261,Zürich,GEN,20.05.2023 05:34:00
8143,2,Uetliberg,Uetliberg,ZH,261,Zürich,GEN,20.05.2023 05:34:00
8047,0,Zürich,Zürich,ZH,261,Zürich,GEN,20.05.2023 05:34:00
8004,0,Zürich,Zürich,ZH,261,Zürich,GEN,20.05.2023 05:34:00
8048,0,Zürich,Zürich,ZH,261,Zürich,GEN,20.05.2023 05:34:00
8005,0,Zürich,Zürich,ZH,261,Zürich,GEN,20.05.2023 05:34:00
8057,0,Zürich,Zürich,ZH,261,Zürich,GEN,20.05.2023 05:34:00
8046,0,Zürich,Zürich,ZH,261,Zürich,GEN,20.05.2023 05:34:00
8050,0,Zürich,Zürich,ZH,261,Zürich,GEN,20.05.2023 05:34:00
8044,0,Zürich,Zürich,ZH,261,Zürich,GEN,20.05.2023 05:34:00
8053,0,Zürich,Zürich,ZH,261,Zürich,GEN,20.05.2023 05:34:00
8125,0,Zollikerberg,Zollikerberg,ZH,261,Zürich,GEN,20.05.2023 05:34:00
8142,0,Uitikon Waldegg,Uitikon Waldegg,ZH,261,Zürich,GEN,20.05.2023 05:34:00
8064,0,Zürich,Zürich,ZH,261,Zürich,GEN,20.05.2023 05:34:00
8049,0,Zürich,Zürich,ZH,261,Zürich,GEN,20.05.2023 05:34:00
8037,0,Zürich,Zürich,ZH,261,Zürich,GEN,20.05.2023 05:34:00
8052,0,Zürich,Zürich,ZH,261,Zürich,GEN,20.05.2023 05:34:00
8152,0,Glattbrugg,Glattbrugg,ZH,261,Zürich,GEN,20.05.2023 05:34:00
8051,0,Zürich,Zürich,ZH,261,Zürich,GEN,20.05.2023 05:34:00
8952,0,Schlieren,Schlieren,ZH,261,Zürich,GEN,20.05.2023 05:34:00
8452,0,Adlikon,Adlikon b. Andelfingen,ZH,291,Andelfingen,GEN,20.05.2023 05:34:00
8450,0,Andelfingen,Andelfingen,ZH,291,Andelfingen,GEN,20.05.2023 05:34:00
8457,0,Humlikon,Humlikon,ZH,291,Andelfingen,GEN,20.05.2023 05:34:00
8477,0,Oberstammheim,Oberstammheim,ZH,292,Stammheim,GEN,20.05.2023 05:34:00
8525,2,Wilen b. Neunforn,Wilen b. Neunforn,ZH,292,Stammheim,GEN,20.05.2023 05:34:01
8476,0,Unterstammheim,Unterstammheim,ZH,292,Stammheim,GEN,20.05.2023 05:34:00
8468,0,Waltalingen,Waltalingen,ZH,292,Stammheim,GEN,20.05.2023 05:34:00
8468,2,Guntalingen,Guntalingen,ZH,292,Stammheim,GEN,20.05.2023 05:34:00
8825,0,Hütten,Hütten,ZH,293,Wädenswil,GEN,20.05.2023 05:34:00
8824,0,Schönenberg ZH,Schönenberg ZH,ZH,293,Wädenswil,GEN,20.05.2023 05:34:00
8820,0,Wädenswil,Wädenswil,ZH,293,Wädenswil,GEN,20.05.2023 05:34:00
8804,0,Au ZH,Au ZH,ZH,293,Wädenswil,GEN,20.05.2023 05:34:00
8353,0,Elgg,Elgg,ZH,294,Elgg,GEN,20.05.2023 05:34:00
8523,0,Hagenbuch ZH,Hagenbuch ZH,ZH,294,Elgg,GEN,20.05.2023 05:34:00
8355,0,Aadorf,Aadorf,ZH,294,Elgg,GEN,20.05.2023 05:34:00
8354,1,Dickbuch,Dickbuch,ZH,294,Elgg,GEN,20.05.2023 05:34:01
8354,0,Hofstetten ZH,Hofstetten ZH,ZH,294,Elgg,GEN,20.05.2023 05:34:00
8816,0,Hirzel,Hirzel,ZH,295,Horgen,GEN,20.05.2023 05:34:00
8810,0,Horgen,Horgen,ZH,295,Horgen,GEN,20.05.2023 05:34:00
8815,0,Horgenberg,Horgenberg,ZH,295,Horgen,GEN,20.05.2023 05:34:00
8135,3,Sihlwald,Sihlwald,ZH,295,Horgen,GEN,20.05.2023 05:34:01
8135,0,Langnau am Albis,Langnau am Albis,ZH,295,Horgen,GEN,20.05.2023 05:34:00
8135,2,Sihlbrugg Station,Sihlbrugg Station,ZH,295,Horgen,GEN,20.05.2023 05:34:00
6340,4,Sihlbrugg,Sihlbrugg,ZH,295,Horgen,GEN,20.05.2023 05:34:00
8307,0,Effretikon,Effretikon,ZH,296,Illnau-Effretikon,GEN,20.05.2023 05:34:00
8308,0,Illnau,Illnau,ZH,296,Illnau-Effretikon,GEN,20.05.2023 05:34:00
8308,2,Agasul,Agasul,ZH,296,Illnau-Effretikon,GEN,20.05.2023 05:34:00
8307,2,Ottikon b.Kemptth.,Ottikon b. Kemptthal,ZH,296,Illnau-Effretikon,GEN,20.05.2023 05:34:00
8314,0,Kyburg,Kyburg,ZH,296,Illnau-Effretikon,GEN,20.05.2023 05:34:00
8483,0,Kollbrunn,Kollbrunn,ZH,296,Illnau-Effretikon,GEN,20.05.2023 05:34:00
8482,0,Sennhof,Sennhof (Winterthur),ZH,296,Illnau-Effretikon,GEN,20.05.2023 05:34:00
8494,0,Bauma,Bauma,ZH,297,Bauma,GEN,20.05.2023 05:34:00
8493,0,Saland,Saland,ZH,297,Bauma,GEN,20.05.2023 05:34:00
8499,0,Sternenberg,Sternenberg,ZH,297,Bauma,GEN,20.05.2023 05:34:00
8543,0,Bertschikon,Bertschikon,ZH,298,Wiesendangen,GEN,20.05.2023 05:34:01
8543,2,Kefikon ZH,Kefikon ZH,ZH,298,Wiesendangen,GEN,20.05.2023 05:34:01
8543,1,Gundetswil,Gundetswil,ZH,298,Wiesendangen,GEN,20.05.2023 05:34:01
8544,0,Attikon,Attikon,ZH,298,Wiesendangen,GEN,20.05.2023 05:34:00
8546,0,Islikon,Islikon,ZH,298,Wiesendangen,GEN,20.05.2023 05:34:00
8546,3,Menzengrüt,Menzengrüt,ZH,298,Wiesendangen,GEN,20.05.2023 05:34:01
8542,0,Wiesendangen,Wiesendangen,ZH,298,Wiesendangen,GEN,20.05.2023 05:34:00
3270,0,Aarberg,Aarberg,BE,301,Aarberg,GEN,20.05.2023 05:33:59
3273,0,Kappelen,Kappelen,BE,301,Aarberg,GEN,20.05.2023 05:33:59
3250,0,Lyss,Lyss,BE,301,Aarberg,GEN,20.05.2023 05:33:59
3267,0,Seedorf BE,Seedorf BE,BE,301,Aarberg,GEN,20.05.2023 05:33:59
3282,0,Bargen BE,Bargen BE,BE,302,Bargen (BE),GEN,20.05.2023 05:33:59
3283,0,Kallnach,Kallnach,BE,302,Bargen (BE),GEN,20.05.2023 05:33:59
3257,0,Grossaffoltern,Grossaffoltern,BE,303,Grossaffoltern,GEN,20.05.2023 05:33:59
3262,0,Suberg,Suberg,BE,303,Grossaffoltern,GEN,20.05.2023 05:33:59
3257,1,Ammerzwil BE,Ammerzwil BE,BE,303,Grossaffoltern,GEN,20.05.2023 05:33:59
3283,0,Kallnach,Kallnach,BE,304,Kallnach,GEN,20.05.2023 05:33:59
3226,0,Treiten,Treiten,BE,304,Kallnach,GEN,20.05.2023 05:33:59
3283,2,Niederried b. Kall,Niederried b. Kallnach,BE,304,Kallnach,GEN,20.05.2023 05:34:01
3207,2,Golaten,Golaten,BE,304,Kallnach,GEN,20.05.2023 05:34:01
3273,0,Kappelen,Kappelen,BE,305,Kappelen,GEN,20.05.2023 05:33:59
3250,0,Lyss,Lyss,BE,305,Kappelen,GEN,20.05.2023 05:33:59
3252,0,Worben,Worben,BE,305,Kappelen,GEN,20.05.2023 05:33:59
3250,0,Lyss,Lyss,BE,306,Lyss,GEN,20.05.2023 05:33:59
3292,0,Busswil BE,Busswil BE,BE,306,Lyss,GEN,20.05.2023 05:33:59
2557,0,Studen BE,Studen BE,BE,306,Lyss,GEN,20.05.2023 05:33:59
3046,0,Wahlendorf,Wahlendorf,BE,307,Meikirch,GEN,20.05.2023 05:33:59
3045,0,Meikirch,Meikirch,BE,307,Meikirch,GEN,20.05.2023 05:33:59
3042,0,Ortschwaben,Ortschwaben,BE,307,Meikirch,GEN,20.05.2023 05:33:59
3271,0,Radelfingen,Radelfingen b. Aarberg,BE,309,Radelfingen,GEN,20.05.2023 05:33:59
3036,0,Detligen,Detligen,BE,309,Radelfingen,GEN,20.05.2023 05:33:59
3255,0,Rapperswil BE,Rapperswil BE,BE,310,Rapperswil (BE),GEN,20.05.2023 05:33:59
3251,0,Wengi b. Büren,Wengi b. Büren,BE,310,Rapperswil (BE),GEN,20.05.2023 05:33:59
3256,0,Dieterswil,Dieterswil,BE,310,Rapperswil (BE),GEN,20.05.2023 05:33:59
3053,5,Lätti,Lätti,BE,310,Rapperswil (BE),GEN,20.05.2023 05:34:01
3256,3,Seewil,Seewil,BE,310,Rapperswil (BE),GEN,20.05.2023 05:34:01
3256,2,Bangerten,Bangerten b. Dieterswil,BE,310,Rapperswil (BE),GEN,20.05.2023 05:34:01
3251,2,Ruppoldsried,Ruppoldsried,BE,310,Rapperswil (BE),GEN,20.05.2023 05:34:01
3254,0,Messen,Messen,BE,310,Rapperswil (BE),GEN,20.05.2023 05:33:59
3054,0,Schüpfen,Schüpfen,BE,311,Schüpfen,GEN,20.05.2023 05:33:59
3053,0,Münchenbuchsee,Münchenbuchsee,BE,311,Schüpfen,GEN,20.05.2023 05:33:59
3267,0,Seedorf BE,Seedorf BE,BE,312,Seedorf (BE),GEN,20.05.2023 05:33:59
3266,0,Wiler b. Seedorf,Wiler b. Seedorf,BE,312,Seedorf (BE),GEN,20.05.2023 05:33:59
3268,0,Lobsigen,Lobsigen,BE,312,Seedorf (BE),GEN,20.05.2023 05:33:59
3270,0,Aarberg,Aarberg,BE,312,Seedorf (BE),GEN,20.05.2023 05:33:59
3035,0,Frieswil,Frieswil,BE,312,Seedorf (BE),GEN,20.05.2023 05:33:59
4912,0,Aarwangen,Aarwangen,BE,321,Aarwangen,GEN,20.05.2023 05:33:59
4922,0,Bützberg,Bützberg,BE,321,Aarwangen,GEN,20.05.2023 05:33:59
4944,0,Auswil,Auswil,BE,322,Auswil,GEN,20.05.2023 05:33:59
4938,0,Rohrbach,Rohrbach,BE,322,Auswil,GEN,20.05.2023 05:33:59
4913,0,Bannwil,Bannwil,BE,323,Bannwil,GEN,20.05.2023 05:33:59
4912,0,Aarwangen,Aarwangen,BE,323,Bannwil,GEN,20.05.2023 05:33:59
3368,0,Bleienbach,Bleienbach,BE,324,Bleienbach,GEN,20.05.2023 05:33:59
4917,2,Busswil b.Melchnau,Busswil b. Melchnau,BE,325,Busswil bei Melchnau,GEN,20.05.2023 05:33:59
4955,0,Gondiswil,Gondiswil,BE,326,Gondiswil,GEN,20.05.2023 05:33:59
4900,0,Langenthal,Langenthal,BE,329,Langenthal,GEN,20.05.2023 05:33:59
4924,0,Obersteckholz,Obersteckholz,BE,329,Langenthal,GEN,20.05.2023 05:33:59
4916,0,Untersteckholz,Untersteckholz,BE,329,Langenthal,GEN,20.05.2023 05:33:59
4932,0,Lotzwil,Lotzwil,BE,331,Lotzwil,GEN,20.05.2023 05:33:59
3368,0,Bleienbach,Bleienbach,BE,331,Lotzwil,GEN,20.05.2023 05:33:59
4932,2,Gutenburg,Gutenburg,BE,332,Madiswil,GEN,20.05.2023 05:34:01
4936,0,Kleindietwil,Kleindietwil,BE,332,Madiswil,GEN,20.05.2023 05:33:59
4935,0,Leimiswil,Leimiswil,BE,332,Madiswil,GEN,20.05.2023 05:33:59
4934,0,Madiswil,Madiswil,BE,332,Madiswil,GEN,20.05.2023 05:33:59
4919,0,Reisiswil,Reisiswil,BE,332,Madiswil,GEN,20.05.2023 05:33:59
4917,0,Melchnau,Melchnau,BE,333,Melchnau,GEN,20.05.2023 05:33:59
6146,0,Grossdietwil,Grossdietwil,BE,333,Melchnau,GEN,20.05.2023 05:34:00
6147,0,Altbüron,Altbüron,BE,333,Melchnau,GEN,20.05.2023 05:34:00
4943,0,Oeschenbach,Oeschenbach,BE,335,Oeschenbach,GEN,20.05.2023 05:33:59
4919,0,Reisiswil,Reisiswil,BE,336,Reisiswil,GEN,20.05.2023 05:33:59
4914,0,Roggwil BE,Roggwil BE,BE,337,Roggwil (BE),GEN,20.05.2023 05:33:59
4938,0,Rohrbach,Rohrbach,BE,338,Rohrbach,GEN,20.05.2023 05:33:59
4938,2,Rohrbachgraben,Rohrbachgraben,BE,339,Rohrbachgraben,GEN,20.05.2023 05:33:59
4933,0,Rütschelen,Rütschelen,BE,340,Rütschelen,GEN,20.05.2023 05:33:59
4911,0,Schwarzhäusern,Schwarzhäusern,BE,341,Schwarzhäusern,GEN,20.05.2023 05:33:59
4922,0,Bützberg,Bützberg,BE,342,Thunstetten,GEN,20.05.2023 05:33:59
4922,2,Thunstetten,Thunstetten,BE,342,Thunstetten,GEN,20.05.2023 05:34:01
4937,0,Ursenbach,Ursenbach,BE,344,Ursenbach,GEN,20.05.2023 05:33:59
4943,0,Oeschenbach,Oeschenbach,BE,344,Ursenbach,GEN,20.05.2023 05:33:59
4942,0,Walterswil BE,Walterswil BE,BE,344,Ursenbach,GEN,20.05.2023 05:33:59
4936,0,Kleindietwil,Kleindietwil,BE,344,Ursenbach,GEN,20.05.2023 05:33:59
4923,0,Wynau,Wynau,BE,345,Wynau,GEN,20.05.2023 05:33:59
3011,0,Bern,Bern,BE,351,Bern,GEN,20.05.2023 05:33:59
3008,0,Bern,Bern,BE,351,Bern,GEN,20.05.2023 05:33:59
3012,0,Bern,Bern,BE,351,Bern,GEN,20.05.2023 05:33:59
3004,0,Bern,Bern,BE,351,Bern,GEN,20.05.2023 05:33:59
3037,0,Herrenschwanden,Herrenschwanden,BE,351,Bern,GEN,20.05.2023 05:33:59
3032,0,Hinterkappelen,Hinterkappelen,BE,351,Bern,GEN,20.05.2023 05:33:59
3010,0,Bern,Bern,BE,351,Bern,GEN,20.05.2023 05:33:59
3007,0,Bern,Bern,BE,351,Bern,GEN,20.05.2023 05:33:59
3097,0,Liebefeld,Liebefeld,BE,351,Bern,GEN,20.05.2023 05:33:59
3005,0,Bern,Bern,BE,351,Bern,GEN,20.05.2023 05:33:59
3084,0,Wabern,Wabern,BE,351,Bern,GEN,20.05.2023 05:33:59
3013,0,Bern,Bern,BE,351,Bern,GEN,20.05.2023 05:33:59
3006,0,Bern,Bern,BE,351,Bern,GEN,20.05.2023 05:33:59
3015,0,Bern,Bern,BE,351,Bern,GEN,20.05.2023 05:33:59
3073,0,Gümligen,Gümligen,BE,351,Bern,GEN,20.05.2023 05:33:59
3014,0,Bern,Bern,BE,351,Bern,GEN,20.05.2023 05:33:59
3063,0,Ittigen,Ittigen,BE,351,Bern,GEN,20.05.2023 05:33:59
3072,0,Ostermundigen,Ostermundigen,BE,351,Bern,GEN,20.05.2023 05:33:59
3048,0,Worblaufen,Worblaufen,BE,351,Bern,GEN,20.05.2023 05:33:59
3018,0,Bern,Bern,BE,351,Bern,GEN,20.05.2023 05:33:59
3019,0,Bern,Bern,BE,351,Bern,GEN,20.05.2023 05:33:59
3027,0,Bern,Bern,BE,351,Bern,GEN,20.05.2023 05:33:59
3020,0,Bern,Bern,BE,351,Bern,GEN,20.05.2023 05:33:59
3172,0,Niederwangen BE,Niederwangen b. Bern,BE,351,Bern,GEN,20.05.2023 05:33:59
3065,0,Bolligen,Bolligen,BE,352,Bolligen,GEN,20.05.2023 05:33:59
3066,0,Stettlen,Stettlen,BE,352,Bolligen,GEN,20.05.2023 05:33:59
3326,0,Krauchthal,Krauchthal,BE,352,Bolligen,GEN,20.05.2023 05:33:59
3047,0,Bremgarten b. Bern,Bremgarten b. Bern,BE,353,Bremgarten bei Bern,GEN,20.05.2023 05:33:59
3038,0,Kirchlindach,Kirchlindach,BE,354,Kirchlindach,GEN,20.05.2023 05:33:59
3042,0,Ortschwaben,Ortschwaben,BE,354,Kirchlindach,GEN,20.05.2023 05:33:59
3037,0,Herrenschwanden,Herrenschwanden,BE,354,Kirchlindach,GEN,20.05.2023 05:33:59
3084,0,Wabern,Wabern,BE,355,Köniz,GEN,20.05.2023 05:33:59
3095,0,Spiegel b. Bern,Spiegel b. Bern,BE,355,Köniz,GEN,20.05.2023 05:33:59
3098,0,Köniz,Köniz,BE,355,Köniz,GEN,20.05.2023 05:33:59
3007,0,Bern,Bern,BE,355,Köniz,GEN,20.05.2023 05:33:59
3097,0,Liebefeld,Liebefeld,BE,355,Köniz,GEN,20.05.2023 05:33:59
3098,1,Schliern b. Köniz,Schliern b. Köniz,BE,355,Köniz,GEN,20.05.2023 05:33:59
3172,0,Niederwangen BE,Niederwangen b. Bern,BE,355,Köniz,GEN,20.05.2023 05:33:59
3173,0,Oberwangen b. Bern,Oberwangen b. Bern,BE,355,Köniz,GEN,20.05.2023 05:33:59
3144,0,Gasel,Gasel,BE,355,Köniz,GEN,20.05.2023 05:33:59
3174,0,Thörishaus,Thörishaus,BE,355,Köniz,GEN,20.05.2023 05:33:59
3145,0,Niederscherli,Niederscherli,BE,355,Köniz,GEN,20.05.2023 05:33:59
3147,0,Mittelhäusern,Mittelhäusern,BE,355,Köniz,GEN,20.05.2023 05:33:59
3074,0,Muri b. Bern,Muri b. Bern,BE,356,Muri bei Bern,GEN,20.05.2023 05:33:59
3073,0,Gümligen,Gümligen,BE,356,Muri bei Bern,GEN,20.05.2023 05:33:59
3076,0,Worb,Worb,BE,356,Muri bei Bern,GEN,20.05.2023 05:33:59
3096,0,Oberbalm,Oberbalm,BE,357,Oberbalm,GEN,20.05.2023 05:33:59
3086,0,Zimmerwald,Zimmerwald,BE,357,Oberbalm,GEN,20.05.2023 05:33:59
3147,0,Mittelhäusern,Mittelhäusern,BE,357,Oberbalm,GEN,20.05.2023 05:33:59
3145,0,Niederscherli,Niederscherli,BE,357,Oberbalm,GEN,20.05.2023 05:33:59
3066,0,Stettlen,Stettlen,BE,358,Stettlen,GEN,20.05.2023 05:33:59
3067,0,Boll,Boll,BE,358,Stettlen,GEN,20.05.2023 05:33:59
3076,0,Worb,Worb,BE,358,Stettlen,GEN,20.05.2023 05:33:59
3067,0,Boll,Boll,BE,359,Vechigen,GEN,20.05.2023 05:33:59
3068,0,Utzigen,Utzigen,BE,359,Vechigen,GEN,20.05.2023 05:33:59
3076,0,Worb,Worb,BE,359,Vechigen,GEN,20.05.2023 05:33:59
3513,0,Bigenthal,Bigenthal,BE,359,Vechigen,GEN,20.05.2023 05:33:59
3066,0,Stettlen,Stettlen,BE,359,Vechigen,GEN,20.05.2023 05:33:59
3036,0,Detligen,Detligen,BE,360,Wohlen bei Bern,GEN,20.05.2023 05:33:59
3044,2,Innerberg,Innerberg,BE,360,Wohlen bei Bern,GEN,20.05.2023 05:34:01
3035,0,Frieswil,Frieswil,BE,360,Wohlen bei Bern,GEN,20.05.2023 05:33:59
3034,0,Murzelen,Murzelen,BE,360,Wohlen bei Bern,GEN,20.05.2023 05:33:59
3049,0,Säriswil,Säriswil,BE,360,Wohlen bei Bern,GEN,20.05.2023 05:33:59
3043,0,Uettligen,Uettligen,BE,360,Wohlen bei Bern,GEN,20.05.2023 05:33:59
3033,0,Wohlen b. Bern,Wohlen b. Bern,BE,360,Wohlen bei Bern,GEN,20.05.2023 05:33:59
3032,0,Hinterkappelen,Hinterkappelen,BE,360,Wohlen bei Bern,GEN,20.05.2023 05:33:59
3045,0,Meikirch,Meikirch,BE,360,Wohlen bei Bern,GEN,20.05.2023 05:33:59
3042,0,Ortschwaben,Ortschwaben,BE,360,Wohlen bei Bern,GEN,20.05.2023 05:33:59
3037,0,Herrenschwanden,Herrenschwanden,BE,360,Wohlen bei Bern,GEN,20.05.2023 05:33:59
3052,0,Zollikofen,Zollikofen,BE,361,Zollikofen,GEN,20.05.2023 05:33:59
3063,0,Ittigen,Ittigen,BE,362,Ittigen,GEN,20.05.2023 05:33:59
3048,0,Worblaufen,Worblaufen,BE,362,Ittigen,GEN,20.05.2023 05:33:59
3072,0,Ostermundigen,Ostermundigen,BE,363,Ostermundigen,GEN,20.05.2023 05:33:59
3065,0,Bolligen,Bolligen,BE,363,Ostermundigen,GEN,20.05.2023 05:33:59
3063,0,Ittigen,Ittigen,BE,363,Ostermundigen,GEN,20.05.2023 05:33:59
3073,0,Gümligen,Gümligen,BE,363,Ostermundigen,GEN,20.05.2023 05:33:59
3066,0,Stettlen,Stettlen,BE,363,Ostermundigen,GEN,20.05.2023 05:33:59
2502,0,Biel/Bienne,Biel/Bienne,BE,371,Biel/Bienne,GEN,20.05.2023 05:33:59
